occurrenceId;sp_BirdTree;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species;canonicalName;authorship;usageKey;acceptedUsageKey
;Anthus antarcticus;Anthus antarcticus Cabanis, 1884;2490247;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;Anthus antarcticus;Anthus antarcticus;Cabanis, 1884;2490247;
;Anthus gustavi;Anthus gustavi Swinhoe, 1863;2490281;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;Anthus gustavi;Anthus gustavi;Swinhoe, 1863;2490281;
;Anthus lineiventris;Anthus lineiventris Sundevall, 1850;2490284;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;Anthus lineiventris;Anthus lineiventris;Sundevall, 1850;2490284;
;Anthus chloris;Anthus chloris Lichtenstein, 1842;2490289;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;Anthus chloris;Anthus chloris;Lichtenstein, 1842;2490289;
;Tmetothylacus tenellus;Tmetothylacus tenellus (Cabanis, 1878);2490294;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Tmetothylacus;Tmetothylacus tenellus;Tmetothylacus tenellus;(Cabanis, 1878) ;2490294;
;Macronyx fuellebornii;Macronyx fuelleborni Reichenow, 1900;7342103;FUZZY;96;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Macronyx;Macronyx fuelleborni;Macronyx fuelleborni;Reichenow, 1900;7342103;
;Macronyx flavicollis;Macronyx flavicollis Rüppell, 1840;5230848;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Macronyx;Macronyx flavicollis;Macronyx flavicollis;Rüppell, 1840;5230848;
;Macronyx croceus;Macronyx croceus (Vieillot, 1816);5230851;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Macronyx;Macronyx croceus;Macronyx croceus;(Vieillot, 1816) ;5230851;
;Macronyx aurantiigula;Macronyx aurantiigula Reichenow, 1891;5230849;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Macronyx;Macronyx aurantiigula;Macronyx aurantiigula;Reichenow, 1891;5230849;
;Macronyx capensis;Macronyx capensis (Linnaeus, 1766);5230846;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Macronyx;Macronyx capensis;Macronyx capensis;(Linnaeus, 1766) ;5230846;
;Macronyx sharpei;Macronyx sharpei Jackson, 1904;5789212;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Macronyx;Macronyx sharpei;Macronyx sharpei;Jackson, 1904;5789212;
;Macronyx grimwoodi;Macronyx grimwoodi Benson, 1955;5230850;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Macronyx;Macronyx grimwoodi;Macronyx grimwoodi;Benson, 1955;5230850;
;Macronyx ameliae;Macronyx ameliae Tarragon, 1845;5230847;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Macronyx;Macronyx ameliae;Macronyx ameliae;Tarragon, 1845;5230847;
;Dendronanthus indicus;Dendronanthus indicus (Gmelin, 1789);2490317;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Dendronanthus;Dendronanthus indicus;Dendronanthus indicus;(Gmelin, 1789) ;2490317;
;Motacilla flaviventris;Motacilla flaviventris Hartlaub, 1860;2490309;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla flaviventris;Motacilla flaviventris;Hartlaub, 1860;2490309;
;Motacilla capensis;Motacilla capensis Linnaeus, 1766;2490296;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla capensis;Motacilla capensis;Linnaeus, 1766;2490296;
;Motacilla clara;Motacilla clara Sharpe, 1908;2490305;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla clara;Motacilla clara;Sharpe, 1908;2490305;
;Motacilla samveasnae;Motacilla samveasnae J.W.Duckworth, Alstrom, P.Davidson, T.D.Evans, C.M.Poole, T.Setha & R.J.Timmins, 2001;5789213;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla samveasnae;Motacilla samveasnae;J.W.Duckworth, Alstrom, P.Davidson, T.D.Evans, C.M.Poole, T.Setha & R.J.Timmins, 2001;5789213;
;Motacilla aguimp;Motacilla aguimp Temminck, 1820;7405711;EXACT;97;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla aguimp;Motacilla aguimp;Temminck, 1820;7405711;
;Motacilla flava;Motacilla flava Linnaeus, 1758;9701857;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla flava;Motacilla flava;Linnaeus, 1758;9701857;
;Motacilla citreola;Motacilla citreola Pallas, 1776;2490307;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla citreola;Motacilla citreola;Pallas, 1776;2490307;
;Motacilla alba;Motacilla alba Linnaeus, 1758;9687165;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla alba;Motacilla alba;Linnaeus, 1758;9687165;
;Motacilla grandis;Motacilla grandis Sharpe, 1885;2490297;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla grandis;Motacilla grandis;Sharpe, 1885;2490297;
;Motacilla madaraspatensis;Motacilla madaraspatensis J.F.Gmelin, 1789;2490306;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla maderaspatensis;Motacilla madaraspatensis;J.F.Gmelin, 1789;2490306;6100870
;Motacilla cinerea;Motacilla cinerea Tunstall, 1771;2490310;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;Motacilla cinerea;Motacilla cinerea;Tunstall, 1771;2490310;
;Euphonia cyanocephala;Euphonia cyanocephala (Vieillot, 1819);2488023;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia cyanocephala;Euphonia cyanocephala;(Vieillot, 1819) ;2488023;
;Euphonia musica;Euphonia musica (J.F.Gmelin, 1789);2487981;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia musica;Euphonia musica;(J.F.Gmelin, 1789) ;2487981;
;Euphonia plumbea;Euphonia plumbea Du Bus de Gisignies, 1855;2487959;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia plumbea;Euphonia plumbea;Du Bus de Gisignies, 1855;2487959;
;Euphonia elegantissima;Euphonia elegantissima (Bonaparte, 1838);2487994;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia elegantissima;Euphonia elegantissima;(Bonaparte, 1838) ;2487994;
;Euphonia cayennensis;Euphonia cayennensis (J.F.Gmelin, 1789);2488010;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia cayennensis;Euphonia cayennensis;(J.F.Gmelin, 1789) ;2488010;
;Euphonia trinitatis;Euphonia trinitatis Strickland, 1851;2487963;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia trinitatis;Euphonia trinitatis;Strickland, 1851;2487963;
;Euphonia hirundinacea;Euphonia hirundinacea Bonaparte, 1838;2487949;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia hirundinacea;Euphonia hirundinacea;Bonaparte, 1838;2487949;
;Euphonia laniirostris;Euphonia laniirostris d'Orbigny & Lafresnaye, 1837;2487998;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia laniirostris;Euphonia laniirostris;d'Orbigny & Lafresnaye, 1837;2487998;
;Euphonia pectoralis;Euphonia pectoralis (Latham, 1801);2487980;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia pectoralis;Euphonia pectoralis;(Latham, 1801) ;2487980;
;Euphonia mesochrysa;Euphonia mesochrysa Salvadori, 1873;2487955;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia mesochrysa;Euphonia mesochrysa;Salvadori, 1873;2487955;
;Euphonia affinis;Euphonia affinis (Lesson, 1842);2487985;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia affinis;Euphonia affinis;(Lesson, 1842) ;2487985;
;Euphonia xanthogaster;Euphonia xanthogaster Sundevall, 1834;2488011;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia xanthogaster;Euphonia xanthogaster;Sundevall, 1834;2488011;
;Euphonia chlorotica;Euphonia chlorotica (Linnaeus, 1766);2487964;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia chlorotica;Euphonia chlorotica;(Linnaeus, 1766) ;2487964;
;Euphonia concinna;Euphonia concinna P.L.Sclater, 1855;2487974;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia concinna;Euphonia concinna;P.L.Sclater, 1855;2487974;
;Euphonia rufiventris;Euphonia rufiventris (Vieillot, 1819);2488007;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia rufiventris;Euphonia rufiventris;(Vieillot, 1819) ;2488007;
;Euphonia chalybea;Euphonia chalybea (Mikan, 1825);2487990;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia chalybea;Euphonia chalybea;(Mikan, 1825) ;2487990;
;Euphonia finschi;Euphonia finschi P.L.Sclater & Salvin, 1877;2487975;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia finschi;Euphonia finschi;P.L.Sclater & Salvin, 1877;2487975;
;Euphonia fulvicrissa;Euphonia fulvicrissa P.L.Sclater, 1857;2488027;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia fulvicrissa;Euphonia fulvicrissa;P.L.Sclater, 1857;2488027;
;Euphonia gouldi;Euphonia gouldi P.L.Sclater, 1857;2487976;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia gouldi;Euphonia gouldi;P.L.Sclater, 1857;2487976;
;Euphonia minuta;Euphonia minuta Cabanis, 1849;2488004;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia minuta;Euphonia minuta;Cabanis, 1849;2488004;
;Euphonia violacea;Euphonia violacea (Linnaeus, 1758);2487970;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia violacea;Euphonia violacea;(Linnaeus, 1758) ;2487970;
;Euphonia chrysopasta;Euphonia chrysopasta P.L.Sclater & Salvin, 1869;2487991;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia chrysopasta;Euphonia chrysopasta;P.L.Sclater & Salvin, 1869;2487991;
;Euphonia saturata;Euphonia saturata (Cabanis, 1861);2487989;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia saturata;Euphonia saturata;(Cabanis, 1861) ;2487989;
;Euphonia jamaica;Euphonia jamaica (Linnaeus, 1766);2487954;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia jamaica;Euphonia jamaica;(Linnaeus, 1766) ;2487954;
;Euphonia anneae;Euphonia anneae Cassin, 1865;2487960;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia anneae;Euphonia anneae;Cassin, 1865;2487960;
;Euphonia luteicapilla;Euphonia luteicapilla (Cabanis, 1861);2487979;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia luteicapilla;Euphonia luteicapilla;(Cabanis, 1861) ;2487979;
;Euphonia imitans;Euphonia imitans (Hellmayr, 1936);2487997;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Euphonia;Euphonia imitans;Euphonia imitans;(Hellmayr, 1936) ;2487997;
;Eophona migratoria;Eophona migratoria Hartert, 1903;2494146;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Eophona;Eophona migratoria;Eophona migratoria;Hartert, 1903;2494146;
;Eophona personata;Eophona personata (Temminck & Schlegel, 1848);2494143;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Eophona;Eophona personata;Eophona personata;(Temminck & Schlegel, 1848) ;2494143;
;Mycerobas icterioides;Mycerobas icterioides (Vigors, 1830);2494408;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Mycerobas;Mycerobas icterioides;Mycerobas icterioides;(Vigors, 1830) ;2494408;
;Mycerobas melanozanthos;Mycerobas melanozanthos (Hodgson, 1836);2494406;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Mycerobas;Mycerobas melanozanthos;Mycerobas melanozanthos;(Hodgson, 1836) ;2494406;
;Mycerobas affinis;Mycerobas affinis (Blyth, 1855);2494407;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Mycerobas;Mycerobas affinis;Mycerobas affinis;(Blyth, 1855) ;2494407;
;Mycerobas carnipes;Mycerobas carnipes (Hodgson, 1836);2494402;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Mycerobas;Mycerobas carnipes;Mycerobas carnipes;(Hodgson, 1836) ;2494402;
;Coccothraustes abeillei;Coccothraustes abeillei (Lesson, 1839);2494311;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Hesperiphona;Hesperiphona abeillei;Coccothraustes abeillei;(Lesson, 1839) ;2494311;2494312
;Coccothraustes vespertinus;Coccothraustes vespertinus (W.Cooper, 1825);2494321;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Hesperiphona;Hesperiphona vespertina;Coccothraustes vespertinus;(W.Cooper, 1825) ;2494321;2494324
;Coccothraustes coccothraustes;Coccothraustes coccothraustes (Linnaeus, 1758);2494329;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Coccothraustes;Coccothraustes coccothraustes;Coccothraustes coccothraustes;(Linnaeus, 1758) ;2494329;
;Pseudonestor xanthophrys;Pseudonestor xanthophrys Rothschild, 1893;2494141;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pseudonestor;Pseudonestor xanthophrys;Pseudonestor xanthophrys;Rothschild, 1893;2494141;
;Loxops caeruleirostris;Loxops caeruleirostris (S.B.Wilson, 1890);5231617;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Loxops;Loxops caeruleirostris;Loxops caeruleirostris;(S.B.Wilson, 1890) ;5231617;
;Loxops coccineus;Loxops coccineus (J.F.Gmelin, 1789);5231618;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Loxops;Loxops coccineus;Loxops coccineus;(J.F.Gmelin, 1789) ;5231618;
;Hemignathus parvus;Hemignathus parvus (Stejneger, 1887);2494609;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Magumma;Magumma parva;Hemignathus parvus;(Stejneger, 1887) ;2494609;6091021
;Hemignathus flavus;Hemignathus flavus (A.Bloxam, 1827);2494612;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Chlorodrepanis;Chlorodrepanis flava;Hemignathus flavus;(A.Bloxam, 1827) ;2494612;8021975
;Hemignathus virens;Hemignathus virens (J.F.Gmelin, 1788);2494606;EXACT;97;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Chlorodrepanis;Chlorodrepanis virens;Hemignathus virens;(J.F.Gmelin, 1788) ;2494606;8346110
;Hemignathus kauaiensis;Hemignathus kauaiensis Pratt, 1989;2494616;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Chlorodrepanis;Chlorodrepanis stejnegeri;Hemignathus kauaiensis;Pratt, 1989;2494616;7706576
;Hemignathus lucidus;Hemignathus lucidus M.H.K.Lichtenstein, 1839;2494617;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Hemignathus;Hemignathus lucidus;Hemignathus lucidus;M.H.K.Lichtenstein, 1839;2494617;
;Hemignathus munroi;Hemignathus munroi Pratt, 1979;2494610;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Hemignathus;Hemignathus wilsoni;Hemignathus munroi;Pratt, 1979;2494610;2494611
;Palmeria dolei;Palmeria dolei (S.B.Wilson, 1891);5231622;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Palmeria;Palmeria dolei;Palmeria dolei;(S.B.Wilson, 1891) ;5231622;
;Vestiaria coccinea;Vestiaria coccinea (G.Forster, 1780);5231615;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Vestiaria;Vestiaria coccinea;Vestiaria coccinea;(G.Forster, 1780) ;5231615;
;Himatione sanguinea;Himatione sanguinea (J.F.Gmelin, 1788);2494524;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Himatione;Himatione sanguinea;Himatione sanguinea;(J.F.Gmelin, 1788) ;2494524;
;Loxioides bailleui;Loxioides bailleui Oustalet, 1877;2494136;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Loxioides;Loxioides bailleui;Loxioides bailleui;Oustalet, 1877;2494136;
;Telespiza cantans;Telespiza cantans S.B.Wilson, 1890;2494416;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Telespiza;Telespiza cantans;Telespiza cantans;S.B.Wilson, 1890;2494416;
;Telespiza ultima;Telespiza ultima Bryan, 1917;2494419;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Telespiza;Telespiza ultima;Telespiza ultima;Bryan, 1917;2494419;
;Callacanthis burtoni;Callacanthis burtoni (Gould, 1838);2494338;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Callacanthis;Callacanthis burtoni;Callacanthis burtoni;(Gould, 1838) ;2494338;
;Oreomystis bairdi;Oreomystis bairdi (Stejneger, 1887);2494355;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Oreomystis;Oreomystis bairdi;Oreomystis bairdi;(Stejneger, 1887) ;2494355;
;Oreomystis mana;Oreomystis mana (S.B.Wilson, 1891);2494356;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Loxops;Loxops mana;Oreomystis mana;(S.B.Wilson, 1891) ;2494356;5231614
;Paroreomyza montana;Paroreomyza montana (S.B.Wilson, 1890);2494582;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Paroreomyza;Paroreomyza montana;Paroreomyza montana;(S.B.Wilson, 1890) ;2494582;
;Paroreomyza maculata;Paroreomyza maculata (Cabanis, 1850);2494579;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Paroreomyza;Paroreomyza maculata;Paroreomyza maculata;(Cabanis, 1850) ;2494579;
;Pinicola enucleator;Pinicola enucleator (Linnaeus, 1758);2494771;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pinicola;Pinicola enucleator;Pinicola enucleator;(Linnaeus, 1758) ;2494771;
;Pinicola subhimachala;Pinicola subhimachala (Hodgson, 1836);5231650;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Carpodacus;Carpodacus subhimachalus;Pinicola subhimachala;(Hodgson, 1836) ;5231650;7644832
;Pyrrhoplectes epauletta;Pyrrhoplectes epauletta (Hodgson, 1836);2494345;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhoplectes;Pyrrhoplectes epauletta;Pyrrhoplectes epauletta;(Hodgson, 1836) ;2494345;
;Pyrrhula pyrrhula;Pyrrhula pyrrhula (Linnaeus, 1758);2494543;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;Pyrrhula pyrrhula;Pyrrhula pyrrhula;(Linnaeus, 1758) ;2494543;
;Pyrrhula leucogenis;Pyrrhula leucogenis Ogilvie-Grant, 1895;2494539;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;Pyrrhula leucogenis;Pyrrhula leucogenis;Ogilvie-Grant, 1895;2494539;
;Pyrrhula erythrocephala;Pyrrhula erythrocephala Vigors, 1832;2494556;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;Pyrrhula erythrocephala;Pyrrhula erythrocephala;Vigors, 1832;2494556;
;Pyrrhula erythaca;Pyrrhula erythaca Blyth, 1862;2494536;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;Pyrrhula erythaca;Pyrrhula erythaca;Blyth, 1862;2494536;
;Pyrrhula aurantiaca;Pyrrhula aurantiaca Gould, 1858;2494542;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;Pyrrhula aurantiaca;Pyrrhula aurantiaca;Gould, 1858;2494542;
;Pyrrhula murina;Pyrrhula murina Godman, 1866;4408970;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;Pyrrhula murina;Pyrrhula murina;Godman, 1866;4408970;
;Pyrrhula nipalensis;Pyrrhula nipalensis Hodgson, 1836;9320930;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Pyrrhula;Pyrrhula nipalensis;Pyrrhula nipalensis;Hodgson, 1836;9320930;
;Bucanetes githagineus;Bucanetes githagineus (M.H.K.Lichtenstein, 1823);2494394;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Bucanetes;Bucanetes githagineus;Bucanetes githagineus;(M.H.K.Lichtenstein, 1823) ;2494394;
;Eremopsaltria mongolicus;Eremopsaltria mongolica (Swinhoe, 1870);2494350;FUZZY;96;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Bucanetes;Bucanetes mongolicus;Eremopsaltria mongolica;(Swinhoe, 1870) ;2494350;4408954
;Uragus sibiricus;Uragus sibiricus (Pallas, 1773);2494590;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Carpodacus;Carpodacus sibiricus;Uragus sibiricus;(Pallas, 1773) ;2494590;7690055
;Haematospiza sipahi;Haematospiza sipahi (Hodgson, 1836);2494390;EXACT;98;SYNONYM;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Carpodacus;Carpodacus sipahi;Haematospiza sipahi;(Hodgson, 1836) ;2494390;7958604
;Leucosticte nemoricola;Leucosticte nemoricola (Hodgson, 1836);2494369;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Leucosticte;Leucosticte nemoricola;Leucosticte nemoricola;(Hodgson, 1836) ;2494369;
;Leucosticte sillemi;Leucosticte sillemi Roselaar, 1992;2494373;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Leucosticte;Leucosticte sillemi;Leucosticte sillemi;Roselaar, 1992;2494373;
;Leucosticte brandti;Leucosticte brandti Bonaparte, 1850;2494374;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Leucosticte;Leucosticte brandti;Leucosticte brandti;Bonaparte, 1850;2494374;
;Leucosticte arctoa;Leucosticte arctoa (Pallas, 1811);2494383;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Leucosticte;Leucosticte arctoa;Leucosticte arctoa;(Pallas, 1811) ;2494383;
;Leucosticte atrata;Leucosticte atrata Ridgway, 1874;2494372;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Leucosticte;Leucosticte atrata;Leucosticte atrata;Ridgway, 1874;2494372;
;Leucosticte australis;Leucosticte australis Ridgway, 1874;2494359;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Leucosticte;Leucosticte australis;Leucosticte australis;Ridgway, 1874;2494359;
;Leucosticte tephrocotis;Leucosticte tephrocotis (Swainson, 1832);2494360;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Leucosticte;Leucosticte tephrocotis;Leucosticte tephrocotis;(Swainson, 1832) ;2494360;
